Program Name,University Name,City,Country,Tuition Fee,Duration,Average Rating,Review Count,Ranking_Percentage,Program Link
Data Science,University of Chester,England,United Kingdom,"2,406,187 BDT / year",1 year,4.2,72,,https://www.mastersportal.com/studies/346697/data-science.html?ref=search_card
Artificial Intelligence Systems,EPITA School of Engineering and Computer Science,Paris,France,"1,691,384 BDT / year",1½ year,4.2,35,,https://www.mastersportal.com/studies/347524/artificial-intelligence-systems.html?ref=search_card
Information and Communication Technology,Chalmers University of Technology,Göteborg,Sweden,"2,045,497 BDT / year",2 years,3.7,26,2%,https://www.mastersportal.com/studies/346963/information-and-communication-technology.html?ref=search_card
Urban Spatial Science,UCL,England,United Kingdom,"6,384,415 BDT / year",1 year,4.1,138,0.10%,https://www.mastersportal.com/studies/349955/urban-spatial-science.html?ref=search_card
Data and Computer Science,Heidelberg University,Heidelberg,Germany,"422,846 BDT / year",2 years,4.3,23,0.50%,https://www.mastersportal.com/studies/350333/data-and-computer-science.html?ref=search_card
Arts and Creative Technologies (by negotiated study),Staffordshire University,England,United Kingdom,"2,686,908 BDT / year","1 year, 1 month",4.2,34,,https://www.mastersportal.com/studies/345739/arts-and-creative-technologies.html?ref=search_card
Cybersecurity Management,University of Illinois Springfield,Illinois,United States,"930,368 BDT / year",2 years,4.7,3,,https://www.mastersportal.com/studies/353229/cybersecurity-management.html?ref=search_card
Data Science,American University of Greece,Athens,Greece,"1,420,762 BDT / year",1 year,4.3,50,,https://www.mastersportal.com/studies/344200/data-science.html?ref=search_card
Computer Science,Old Dominion University,Virginia,United States,"2,765,515 BDT / year",2 years,4.3,13,5%,https://www.mastersportal.com/studies/337187/computer-science.html?ref=search_card
Applied Computational Science and Engineering,Imperial,England,United Kingdom,"7,026,065 BDT / year",1 year,4.3,56,0.10%,https://www.mastersportal.com/studies/336714/applied-computational-science-and-engineering.html?ref=search_card
Data Science,University of Colorado at Boulder,Colorado,United States,"2,885,055 BDT / year",1½ year,4.4,24,1%,https://www.mastersportal.com/studies/338514/data-science.html?ref=search_card
Software Engineering,Florida Agricultural and Mechanical University,Florida,United States,"2,241,657 BDT / year",2 years,3.7,18,9%,https://www.mastersportal.com/studies/338704/software-engineering.html?ref=search_card
Electrical and Computer Engineering (with concentration in Quantum Computing),Duke University,North Carolina,United States,"8,252,554 BDT / year",1 year,4.2,25,0.50%,https://www.mastersportal.com/studies/335650/electrical-and-computer-engineering.html?ref=search_card
Cybersecurity and Public Policy,Tufts University,Massachusetts,United States,"4,932,352 BDT / year","1 year, 4 months",4.1,72,2%,https://www.mastersportal.com/studies/339342/cybersecurity-and-public-policy.html?ref=search_card
Forensic Science - Digital Forensics,University of Central Oklahoma,Oklahoma,United States,"1,876,577 BDT / year",1 year,5,3,9%,https://www.mastersportal.com/studies/341290/forensic-science-digital-forensics.html?ref=search_card
Computer Science (Artificial Intelligence) with Placement,University of Kent,England,United Kingdom,"3,769,692 BDT / year",2 years,4,72,2%,https://www.mastersportal.com/studies/374288/computer-science-with-placement.html?ref=search_card
Food Quality and Safety,University of Bayreuth,Bayreuth,Germany,"46,795 BDT / year",2 years,4.5,105,3%,https://www.mastersportal.com/studies/365994/food-quality-and-safety.html?ref=search_card
International Master of Advanced Methods in Particle Physics,TU Dortmund University,Dortmund,Germany,Free,2 years,4.1,19,3%,https://www.mastersportal.com/studies/365416/international-master-of-advanced-methods-in-particle-physics.html?ref=search_card
Applied Computer Science,George Washington University,D.C.,United States,"8,024,196 BDT / year",1 year,4.2,43,2%,https://www.mastersportal.com/studies/362680/applied-computer-science.html?ref=search_card
Data Science (Business and Management),The University of Manchester,England,United Kingdom,"5,373,817 BDT / year",1 year,4,112,0.50%,https://www.mastersportal.com/studies/348704/data-science.html?ref=search_card
Mechatronics and Computer Systems Engineering,University of East London,England,United Kingdom,"2,685,304 BDT / year",1 year,4.3,165,8%,https://www.mastersportal.com/studies/345224/mechatronics-and-computer-systems-engineering.html?ref=search_card
Information Systems Management,Zayed University,Abu Dhabi,United Arab Emirates,"1,326,892 BDT / year",2 years,4.1,64,3%,https://www.mastersportal.com/studies/339798/information-systems-management.html?ref=search_card
Applied Data Science,Carinthia University of Applied Sciences,Villach,Austria,"140,949 BDT / year",2 years,4.4,13,,https://www.mastersportal.com/studies/359953/applied-data-science.html?ref=search_card
Library Media,Saint Cloud State University,Minnesota,United States,"1,788,841 BDT / year",1 year,3.9,7,,https://www.mastersportal.com/studies/368241/library-media.html?ref=search_card
Geographical Information Science,University of Leeds,England,United Kingdom,,1 year,4.4,72,0.50%,https://www.mastersportal.com/studies/363759/geographical-information-science.html?ref=search_card
Cyber Security,Ravensbourne University London,England,United Kingdom,"2,887,424 BDT / year",1 year,4,16,,https://www.mastersportal.com/studies/344180/cyber-security.html?ref=search_card
Applied Actuarial Science with Placement (Integrated Master's),University of Kent,England,United Kingdom,"3,962,187 BDT / year",3 years,4,72,2%,https://www.mastersportal.com/studies/331597/applied-actuarial-science-with-placement.html?ref=search_card
Data Architecture and Management,Northeastern University,N/A,Multiple locations,"3,760,954 BDT / year",2 years,4.4,79,2%,https://www.mastersportal.com/studies/331828/data-architecture-and-management.html?ref=search_card
Engineering Technology - Computational Health Informatics,University of Houston,Texas,United States,"4,317,347 BDT / year",1 year,4.3,27,2%,https://www.mastersportal.com/studies/332057/engineering-technology-computational-health-informatics.html?ref=search_card
Experience Design,Northeastern University,Massachusetts,United States,"8,028,827 BDT / year",1 year,4.4,79,2%,https://www.mastersportal.com/studies/331842/experience-design.html?ref=search_card
Emerging Digital Technologies,UCL,England,United Kingdom,"5,855,054 BDT / year",1 year,4.1,138,0.10%,https://www.mastersportal.com/studies/349944/emerging-digital-technologies.html?ref=search_card
Ecology and Data Science,UCL,England,United Kingdom,"6,384,415 BDT / year",1 year,4.1,138,0.10%,https://www.mastersportal.com/studies/342389/ecology-and-data-science.html?ref=search_card
Big Data and Artificial Intelligence for Business,MBS,Montpellier,France,"2,424,317 BDT / year",1 year,4.2,58,,https://www.mastersportal.com/studies/341164/big-data-and-artificial-intelligence-for-business.html?ref=search_card
Pathologists' Assistant,Wayne State University,Michigan,United States,"8,463,364 BDT / year",2 years,4,5,3%,https://www.mastersportal.com/studies/330900/pathologists-assistant.html?ref=search_card
Computer Science,Rutgers University,New Jersey,United States,"4,386,804 BDT / year",2 years,4.2,64,2%,https://www.mastersportal.com/studies/329684/computer-science.html?ref=search_card
"Electrical, Computer, and Systems Engineering",Rensselaer Polytechnic Institute,New York,United States,"7,847,506 BDT / year",1 year,,,3%,https://www.mastersportal.com/studies/335387/electrical-computer-and-systems-engineering.html?ref=search_card
Business Analytics,University of Kansas,Kansas,United States,"4,630,516 BDT / year",1 year,4.7,7,2%,https://www.mastersportal.com/studies/327204/business-analytics.html?ref=search_card
Computer Science - Vancouver,Washington State University,Washington,United States,"1,840,874 BDT / year",1 year,4.4,34,2%,https://www.mastersportal.com/studies/325305/computer-science-vancouver.html?ref=search_card
Cyber Security,Glasgow Caledonian University,Scotland,United Kingdom,"3,015,754 BDT / year",1 year,4.4,95,5%,https://www.mastersportal.com/studies/339454/cyber-security.html?ref=search_card
Exploration Systems Design - Instrumentation,Arizona State University,Arizona,United States,"3,698,076 BDT / year",1 year,4.3,242,1%,https://www.mastersportal.com/studies/334846/exploration-systems-design-instrumentation.html?ref=search_card
Applied Statistics,The University of Alabama,Alabama,United States,"4,209,139 BDT / year",1 year,4,5,4%,https://www.mastersportal.com/studies/334658/applied-statistics.html?ref=search_card
Information Science and Technology,University of Wisconsin Milwaukee,Wisconsin,United States,"3,187,623 BDT / year",1 year,3.9,15,5%,https://www.mastersportal.com/studies/337191/information-science-and-technology.html?ref=search_card
Cybersecurity Analytics and Operations,Pennsylvania State University,Pennsylvania,United States,"5,483,018 BDT / year",1 year,4.4,44,0.50%,https://www.mastersportal.com/studies/330632/cybersecurity-analytics-and-operations.html?ref=search_card
Business Analytics,"University of California, Irvine (UCI)",California,United States,"3,395,387 BDT / year",2 years,4.4,7,1%,https://www.mastersportal.com/studies/330294/business-analytics.html?ref=search_card
Computer Science,Tufts University,Massachusetts,United States,"6,576,551 BDT / year",1 year,4.1,72,2%,https://www.mastersportal.com/studies/339341/computer-science.html?ref=search_card
Cybersecurity,The University of North Carolina at Charlotte,North Carolina,United States,"2,513,517 BDT / year",1 year,4,6,4%,https://www.mastersportal.com/studies/340731/cybersecurity.html?ref=search_card
Computer Science (Accelerated),Western Michigan University,Michigan,United States,"1,931,656 BDT / year",1 year,4,12,7%,https://www.mastersportal.com/studies/348095/computer-science.html?ref=search_card
Health Care Simulation,Arizona State University,Arizona,United States,"3,698,076 BDT / year",1 year,4.3,242,1%,https://www.mastersportal.com/studies/334901/health-care-simulation.html?ref=search_card
Biohealth Computing,Istanbul University,Istanbul,Turkey,"426,495 BDT / year",1 year,4,328,4%,https://www.mastersportal.com/studies/361630/biohealth-computing.html?ref=search_card
Statistics (Research),Universiti Utara Malaysia (UUM),Bukit Mertajam,Malaysia,"141,616 BDT / year",2 years,4.2,28,5%,https://www.mastersportal.com/studies/366574/statistics.html?ref=search_card
Industrial Mathematics and Data Analysis,University of Bremen,Bremen,Germany,Free,2 years,4.3,40,3%,https://www.mastersportal.com/studies/366636/industrial-mathematics-and-data-analysis.html?ref=search_card
Intelligence and National Security,Leiden University,Leiden,Netherlands,"3,044,491 BDT / year",1 year,4.1,137,0.50%,https://www.mastersportal.com/studies/363738/intelligence-and-national-security.html?ref=search_card
Artificial Intelligence and Data Science,Heinrich Heine University Düsseldorf,Düsseldorf,Germany,Free,2 years,4.2,13,2%,https://www.mastersportal.com/studies/363273/artificial-intelligence-and-data-science.html?ref=search_card
Computer Science and Intelligent Systems - Artificial Intelligence and Data Analysis,AGH University of Science & Technology,Kraków,Poland,"591,984 BDT / year",1½ year,3.9,66,5%,https://www.mastersportal.com/studies/368909/computer-science-and-intelligent-systems-artificial-intelligence-and-data-analysis.html?ref=search_card
"Management, Economics, and Data Science",University of Klagenfurt,Klagenfurt,Austria,"204,939 BDT / year",2 years,4.8,142,6%,https://www.mastersportal.com/studies/373226/management-economics-and-data-science.html?ref=search_card
Internetworking,University of Alberta,Edmonton,Canada,"908,772 BDT / year",2 years,4.2,153,0.50%,https://www.mastersportal.com/studies/282115/internetworking.html?ref=search_card
Business Analytics,Dublin Business School,Dublin,Ireland,"2,195,275 BDT / year",1 year,4.5,65,,https://www.mastersportal.com/studies/277580/business-analytics.html?ref=search_card
